id_libro,name,price,descr_short,descr_full,brand,barcode,image,features
33,Straffe Hendrik Quadrupel,3.6,Quadrupel,"Cerveza de color marrón oscuro, aroma alcohólico, dulce, toffe. Sabor a azúcar moreno, caramelo, maltoso y licoroso. ",De Halve Maan-Straffe Hendrik,68,https://www.labirratorium.com/88-large_default/straffe-hendrik-brugs-quadrupel.jpg,"{'Estilo': 'QUADRUPEL / DARK STRONG ALE', 'Origen': 'Bélgica', '% Alc.': 'MUY ALTO (+10%)', '% Alc. Exacto': '11', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada', 'IBU': '0-25 Amargor bajo', 'Color': 'Marrón', 'Envase': 'Botella', 'OLD-REF': '5425017240648'}"
34,Schneider Tap 6 Aventinus,2.4,Weizendoppelbock,"Cerveza fuerte y oscura de trigo alemán de 8.2% ABV. Las notas de caramelo y frutos secos se combinan a la perfección con los aromas a plátano que caracterizan a este estilo de cerveza.
Elaborada originariamente para la Cuaresma, finalmente se quedó fija en el catálogo de Schenider Weisse debido a su gran éxito.",Schneider,22,https://www.labirratorium.com/11199-large_default/schneider-tap-6.jpg,"{'Estilo': 'TRIGO ALEMÁN (WEIZENDOPPELBOCK)', 'Origen': 'Alemania', '% Alc. Exacto': '8,2', 'Volumen (cl)': '50 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Trigo y Cebada', 'IBU Exacto': '16', 'Color': 'Ámbar', 'Envase': 'Botella', 'OLD-REF': '4003669018207'}"
35,Blanche de Namur 75cl,5.4,Witbier,"Cerveza de trigo belga (estilo Witbier o Blanche) de 4.5% ABV aromatizada con piel de naranja y semillas de cilantro. Muy suave y refrescante
Color: amarillo pajizo
Aroma: cítricos, especiados (semilla de cilantro), cereal
Sabor: ligeramente dulce",Brasserie Du Bocq,208,https://www.labirratorium.com/12375-large_default/blanche-de-namur.jpg,"{'Estilo': 'TRIGO BELGA (WITBIER)', 'Origen': 'Bélgica', '% Alc.': 'MEDIO (4-6%)', '% Alc. Exacto': '4.5', 'Otros ingredientes': 'Piel de Naranja y Semillas de Cillantro', 'Volumen (cl)': '75 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada y Trigo', 'IBU': '0-25 Amargor bajo', 'IBU Exacto': '11', 'Color': 'Amarillo pálido', 'Envase': 'Botella', 'OLD-REF': '5411633750050'}"
36,Trappistes Rochefort 10,3.95,Belgian Strong Dark Ale,"Cerveza de color oscuro, con aromas a pasas, a fruta madura, a frutos rojos, a caramelo, tostados, café... Sabor dulce y agradable, maltoso, elevado contenido alcohólico y retrogusto a café.",Rochefort,74,https://www.labirratorium.com/94-large_default/rochefort-trappistes-10.jpg,"{'Estilo': 'BELGIAN DARK STRONG ALE', 'Origen': 'Bélgica', '% Alc.': 'ALTO (6-9%)', '% Alc. Exacto': '11,3', 'Volumen (cl)': '33 Cl', 'IBU': '0-25 Amargor bajo', 'Color': 'Marrón', 'Envase': 'Botella', 'OLD-REF': '5412858000104'}"
37,Brugse Zot Dubbel,3.85,Belgian Dubbel,"Cerveza de color marrón oscuro que se elabora con 6 variedades de maltas especialmente seleccionadas, que le aportan ese aroma rico y distintivo. En nariz notaremos matices como la miel, almendras, chocolate y el azúcar moreno. En boca, es final es ligeramente amargo, con toques de regaliz y café tostado.",De Halve Maan-Straffe Hendrik,3871,https://www.labirratorium.com/4650-large_default/de-halve-maan-brugse-zot-dubbel.jpg,"{'Estilo': 'DUBBEL', 'Origen': 'Bélgica', '% Alc.': 'ALTO (6-9%)', '% Alc. Exacto': '7.5', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Lúpulos': 'Saaz', 'IBU': '0-25 Amargor bajo', 'Color': 'Marrón', 'Envase': 'Botella'}"
38,Ayinger Altbairisch Dunkel,2.9,Dunkel,"Cerveza de estilo Lager de color chocolate. Redonda, equilibrada y suave en el paladar, con aromas dulces de la cebada malteada recién tostada. ",Ayinger,3107,https://www.labirratorium.com/3747-large_default/ayinger-altbairisch-dunkel.jpg,"{'Estilo': 'DUNKEL', 'Origen': 'Alemania', '% Alc.': 'MEDIO (4-6%)', '% Alc. Exacto': '5', 'Volumen (cl)': '50 Cl', 'Tipo Fermentación': 'Lager (Baja Fermentación)', 'IBU': '0-25 Amargor bajo', 'Color': 'Marrón', 'Envase': 'Botella', 'OLD-REF': '4104170020700'}"
39,Delirium Noel / Christmas 2021,3.35,Christmas Ale,"Edición especial de Delirium elaborada solo para la Navidad y Año Nuevo. Delirium Noel completa la trilogía de las cervezas ""Delirium"". De magnifico color cobre cálido a rojizo recuerda recordando a ""Nocturm"" pero con distinto sabor.",Huyghe,1267,https://www.labirratorium.com/1822-large_default/delirium-christmas-33cl.jpg,"{'Estilo': 'CHRISTMAS ALE', 'Origen': 'Bélgica', '% Alc.': 'MUY ALTO (+10%)', '% Alc. Exacto': '10', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada', 'IBU': '0-25 Amargor bajo', 'IBU Exacto': '20', 'Color': 'Marrón', 'Envase': 'Botella', 'OLD-REF': '5412186001071'}"
40,DouGall's Tres Mares,2.45,Amber Ale / Sin Gluten,"Amber Ale de 5.2% ABV elaborada con lúpulos Centennial y Palisade.
Color ambárico/rojizo y espuma cremosa no muy persistente. Con aroma maltoso agradable y final cítrico y floral. En boca esta muy bien compensada, te deja una película en el paladar muy agradable y persistente. Tiene ligero torrefacto y amargor justo.
Cerveza sin gluten.",Cerveza Dougall's,339,https://www.labirratorium.com/804-large_default/dougall-s-tres-mares.jpg,"{'Estilo': 'AMBER ALE / RED ALE\nSIN GLUTEN', 'Origen': 'Cantabria', '% Alc.': 'MEDIO (4-6%)', '% Alc. Exacto': '5.2', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Maris Otter, Roasted Barley y Chocolate Malt', 'Lúpulos': 'Centennial y Palisade', 'IBU': '25-50 Amargor medio', 'IBU Exacto': '40', 'Color': 'Ámbar', 'Envase': 'Botella', 'OLD-REF': '8437012473010'}"
41,Saison Dupont 33 cl.,2.8,Saison / Farmhouse Ale,"Saison de 6.5% ABV. 
Elaborada desde 1844 en la Granja Cervecera Dupont, la Saison Dupont es una cerveza belga referente en materia de «Saison belga».",Brasserie Dupont,930,https://www.labirratorium.com/29511-large_default/saison-dupont.jpg,"{'Estilo': 'SAISON / FARMHOUSE ALE', 'Origen': 'Bélgica', '% Alc.': 'ALTO (6-9%)', '% Alc. Exacto': '6.5', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada', 'IBU': '25-50 Amargor medio', 'IBU Exacto': '30', 'Color': 'Amarillo pálido', 'Envase': 'Botella', 'OLD-REF': '5410702000331'}"
42,Gulden Draak 9000,2.95,Quadrupel,"Cerveza belga de estilo Quadrupel extremadamente rica y compleja, con espuma blanca, densa y abundante. Elaborada con 3 tipos de maltas diferentes que proporcionan un profundo color ámbar dorado. El aroma y sabor es afrutado, dulce y sutilmente suave a pesar de su graduación, con una segunda fermentación con levadura de vino que contribuye a resaltar la complejidad de esta maravillosa cerveza.",Van Steenberge,605,https://www.labirratorium.com/29961-large_default/gulden-draak9000.jpg,"{'Estilo': 'QUADRUPEL / DARK STRONG ALE', 'Origen': 'Bélgica', '% Alc.': 'MUY ALTO (+10%)', '% Alc. Exacto': '10,5', 'Otros ingredientes': 'Segunda Fermentación con Levadura de Vino', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada', 'IBU': '0-25 Amargor bajo', 'IBU Exacto': '25', 'Color': 'Ámbar', 'Envase': 'Botella', 'OLD-REF': '5411663002846'}"
43,Chimay Roja,2.8,Belgian Dubbel,"Cerveza trapense posee un hermoso color cobrizo que la hace especialmente atractiva, con espuma cremosa. Emana un ligero aroma frutal a albaricoque, que proviene de la fermentación. En boca se siente el equilibrio que confirman los matices frutales que revelan en el olfato.
Esta tradicional cerveza belga se debe tomar a temperatura de 10 a 12ºC.
La Chimay Roja es la cerveza más antigua de la cervecera.
",Chimay,4295,https://www.labirratorium.com/5160-large_default/chimay-roja.jpg,"{'Estilo': 'DUBBEL', 'Origen': 'Bélgica', '% Alc.': 'ALTO (6-9%)', '% Alc. Exacto': '7', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Pilsner malt (French barley from Champagne); wheat starch or flour (10% - 15%); dextrose (5%); malt extract (0.1%)', 'Lúpulos': 'German Hallertaur y American Galena', 'IBU': '0-25 Amargor bajo', 'IBU Exacto': '19', 'Color': 'Marrón', 'Envase': 'Botella', 'OLD-REF': '5410908097012'}"
44,Brunehaut Tripel Bio Sin Gluten,3.95,Sin Gluten / Belgian Triple ,"Cerveza sin gluten de estilo Belgian Triple de 8% ABV. Rubia fuerte elaborada con ingredientes ecológicos.
La única cerveza en el mundo estilo Tripel sin gluten",Brunehaut,712,https://www.labirratorium.com/1207-large_default/brunehaut-tripel-singluten.jpg,"{'Estilo': 'SIN GLUTEN\nTRIPEL', 'Origen': 'Bélgica', '% Alc.': 'ALTO (6-9%)', '% Alc. Exacto': '8', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada', 'IBU': '0-25 Amargor bajo', 'Color': 'Amarillo dorado', 'Envase': 'Botella', 'OLD-REF': '5411065201304'}"
45,La Chouffe 75 cl.,5.6,Belgian Strong Ale. ,"La Chouffe- Biere Blond. Cerveza rubia estilo Belgian Strong Ale. 
Nota de cata: Especiada, ligeramente lupulada, con un aroma y sabor intenso.
Sin filtrar y sin conservantes.
",Brasserie d'Achouffe (Duvel-Moortgat),14,https://www.labirratorium.com/30264-large_default/la-chouffe.jpg,"{'Estilo': 'BELGIAN GOLDEN STRONG', 'Origen': 'Bélgica', '% Alc.': 'ALTO (6-9%)', 'Volumen (cl)': '75 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'IBU': '0-25 Amargor bajo', 'Color': 'Amarillo dorado', 'Envase': 'Botella', 'OLD-REF': '5410769100098'}"
46,Samichlaus Classic,5,Doppelbock,"Cerveza austriaca especial fuerte, de 14% ABV y de baja fermentación.
Se presenta de color cobrizo, aromas a Cognac, cuerpo firme, con toques de cerezas y crema catalana. Final caluroso a especias y pimienta.
Se elabora una vez al año (6 de Diciembre) y fermentada por primera vez, pasa por una lenta segunda fermentación en tanque a baja temperatura (Lagering) que dura un año. De vez en cuando pasan la cerveza de un tanque a otro para reavivar la segunda fermentación. 
Después de embotellada, aún puede envejecer durante algunos años más en la botella.
Conseguir una cerveza de 14% ABV a base de fermentación baja es casi imposible, porque la levadura que trabaja sobre los mostos, suele morirse al alcanzar la temperatura de 11-12%. El cervecero de Hurlimann se dedicó durante años a seleccionar sus levaduras para que fueran capaces de resistir estas condiciones especiales, consiguiendo de este modo esta cerveza tan especial y potente.
La Samichlaus no es una cerveza normal, por lo que resulta muy difícil combinarla con comida. Se  considera más como un Brandy, de postre como copa o maridarla con chocolate negro.",Schloss Eggenberg,1402,https://www.labirratorium.com/26711-large_default/samichlaus.jpg,"{'Estilo': 'DOPPELBOCK', 'Origen': 'Austria', '% Alc.': 'MUY ALTO (+10%)', '% Alc. Exacto': '14', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Lager (Baja Fermentación)', 'Maltas': 'Cebada', 'IBU': '0-25 Amargor bajo', 'IBU Exacto': '20', 'Color': 'Marrón', 'Envase': 'Botella', 'OLD-REF': '9009100000669'}"
47,La Trappe Quadrupel,2.85,Belgian Quadrupel,"Color: Cálido tono ámbar con una capa de espuma de color crema.
Aroma: Reminiscencias de clavo y frutos secos equilibrados por aromas dulces de vainilla, pasas y plátano.
Sabor: La Trappe Quadrupel es la cerveza más fuerte de La Trappe Trappist y da nombre a este tipo de cerveza. Sabor pleno, cálido e intenso. Cebada con tonos dulces de dátiles y caramelo.
Regusto: Regusto suave y ligeramente amargo.
La Primera Quadrupel del mundo.",La Trappe,702,https://www.labirratorium.com/1183-large_default/la-trappe-bock.jpg,"{'Estilo': 'QUADRUPEL / DARK STRONG ALE', 'Origen': 'Holanda', '% Alc.': 'MUY ALTO (+10%)', '% Alc. Exacto': '10', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada', 'IBU': '0-25 Amargor bajo', 'IBU Exacto': '22', 'Color': 'Ámbar', 'Envase': 'Botella', 'OLD-REF': '$8711406022207'}"
48,Hacker Pschorr Kellerbier,2.5,Kellerbier,"Hacker-Pschorr Munchner Kellerbier es una cerveza con un carácter distintivo. Cremosa y espumosa, típico de las cervezas sin filtrar, burbujas agradables al paladar. Después de cuatro semanas se embotella sin filtrar, en la maduración se obtienen las vitaminas de la levadura y oligoelementos. Se puede ofrecer fácilmente como una alternativa al vino . La cerveza de reducida carbonatización es fácil y agradable de beber. Hacker Pschorr Munchner Kellerbier Anno 1417 es una cerveza rubia de tipo Kellerbier. De color dorado y aroma a caramelo, miel y ciruelas. Tiene un sabor con mucho cuerpo, terroso, carnoso, sabroso y refrescante. Manzana y pomelo, que dan a la cerveza su frescura frutal.",Hacker-Pschorr,5209,https://www.labirratorium.com/18088-large_default/hacker-pschorr-keller.jpg,"{'Estilo': 'KELLERBIER', 'Origen': 'Alemania', '% Alc.': 'MEDIO (4-6%)', '% Alc. Exacto': '5.5', 'Volumen (cl)': '50 Cl', 'Tipo Fermentación': 'Lager (Baja Fermentación)', 'Maltas': 'Cebada', 'IBU': '0-25 Amargor bajo', 'IBU Exacto': '15', 'Color': 'Amarillo dorado', 'Envase': 'Botella', 'OLD-REF': '4004866721204'}"
49,Ayinger Maibock,3.3,Maibock / Helles Bock,"Cerveza Lager alemana de 6.9% ABV elaborada con mucha malta y lúpulo. Con gran cuerpo, delicioso aroma a malta dulce, espuma viva y regusto afrutado de larga duración.",Ayinger,3401,https://www.labirratorium.com/6674-large_default/ayinger-maibock.jpg,"{'Estilo': 'MAIBOCK', 'Origen': 'Alemania', '% Alc.': 'ALTO (6-9%)', '% Alc. Exacto': '6.9', 'Volumen (cl)': '50 Cl', 'Tipo Fermentación': 'Lager (Baja Fermentación)', 'Maltas': 'Cebada', 'IBU': '25-50 Amargor medio', 'IBU Exacto': '30', 'Color': 'Amarillo dorado', 'Envase': 'Botella', 'OLD-REF': '4104170021813'}"
50,St. Bernardus Wit,2.15,Witbier,"St. Bernardus Wit, como su nombre indica es una cerveza blanca belga tradicional sin filtrar. Esta cerveza se elaboró en colaboración con Pierre Celis, el maestro cervecero que fundó Hoegaarden. Pierre, recuperó en los años 60 este estilo que databa de hace cientos de años.
COLOR: Amarillo pálido, ligeramente turbia. Espuma blanca brillante y burbujeante que se extingue rápido.
AROMA: Cilantro, piel de naranja, trigo y levadura belga.
BOCA: Similar al aroma. Cilantro, naranja, manzana. Toques especiados a Clavo que combinan perfectamente con la cremosidad del trigo. Ligera en boca, refrescante y llena de sabor.
TEMPERATURA DE CONSUMO: Alrededor de 2-6º C.


",St. Bernardus ,187,https://www.labirratorium.com/33122-large_default/st-bernardus-blanche-witbier.jpg,"{'Estilo': 'WITBIER (TRIGO BELGA)', 'Origen': 'Bélgica', '% Alc.': 'MEDIO (4-6%)', '% Alc. Exacto': '5.5', 'Otros ingredientes': 'Cáscara de Naranja y Semillas de Cilantro', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada y trigo', 'IBU': '0-25 Amargor bajo', 'IBU Exacto': '10', 'Color': 'Amarillo pálido', 'Envase': 'Botella', 'OLD-REF': '54079052'}"
51,Caravelle Gringo Mule Mexican Lager,3.6,Mexican Lager,"Lager de verano de 5.8% ABV elaborada con copos de maíz, ralladura de lima fresca y lúpulos Motueka y Sabro.",Caravelle,16129,https://www.labirratorium.com/25386-large_default/caravelle-gringo-mule-mexican-lager.jpg,"{'Estilo': 'AMERICAN LAGER', 'Origen': 'Barcelona', '% Alc.': 'MEDIO (4-6%)', '% Alc. Exacto': '5.8', 'Otros ingredientes': 'Ralladura de Lima', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Lager (Baja Fermentación)', 'Maltas': 'Cebada y Copos de Maíz', 'Lúpulos': 'Motueka y Sabro', 'IBU': '0-25 Amargor bajo', 'IBU Exacto': '22', 'Color': 'Amarillo dorado', 'Envase': 'Lata'}"
52,"Lindemans Oude Gueuze Cuvée René 37,5 cl.",6.65,Lambic / Gueuze,"Cerveza de fermentación espontánea (Lambic) de 5.5% ABV sin filtrar ni pasteurizar de color dorado y embaucador aroma a Jerez.
Esta Gueuze, está elaborada con una mezcla de Lambic joven y vieja madurada en grandes barricas de roble, que posteriormente se embotella en una hermosa botella de champán donde tiene lugar una segunda fermentación. Después de 6 meses, adquiere su precioso color dorado, su ligera carbonatación y los sabores ácidos.",Lindemans,3218,https://www.labirratorium.com/3888-large_default/lindemans-gueuze-cuvee-rene.jpg,"{'Estilo': 'GUEUZE', 'Origen': 'Bélgica', '% Alc.': 'MEDIO (4-6%)', '% Alc. Exacto': '5.5', 'Volumen (cl)': '37.5 Cl', 'Tipo Fermentación': 'Lambic (Fermentación espontánea o salvaje)', 'Maltas': 'Cebada y Trigo', 'IBU': '0-25 Amargor bajo', 'Color': 'Amarillo pálido', 'Envase': 'Botella', 'OLD-REF': '5411223020709'}"
53,Chimay Blanca,2.8,Belgian Tripel,"Cerveza trapense de 8% ABV de estilo Tripel, Color dorado y excelente equilibrio el dulzor aportado por las maltas utilizadas y el amargor de los lúpulos.",Chimay,1274,https://www.labirratorium.com/1784-large_default/chimay-blanca.jpg,"{'Estilo': 'TRIPEL', 'Origen': 'Bélgica', '% Alc.': 'ALTO (6-9%)', '% Alc. Exacto': '8', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada', 'IBU': '25-50 Amargor medio', 'IBU Exacto': '38', 'Color': 'Amarillo pálido', 'Envase': 'Botella', 'OLD-REF': '5410908000029'}"
54,Maredsous 8 Brune/Bruin,2.45,Belgian Dubbel,"La cerveza Maredsous Brune 8 tiene un color marrón oscuro y presenta una espuma blanca.

El aroma de la cerveza Maredsous Brune 8 es dulce, malta ligero alcohol, azucar, caramelo y frutos secos.  

Sabor dulce y a malta. De cuerpo medio y acuoso. Abanico de aromas exquisitos, perfume de flores y fruta madura.
",Abbaye de Maredsous,9333,https://www.labirratorium.com/12659-large_default/maredsous-brune.jpg,"{'Estilo': 'DUBBEL', 'Origen': 'Bélgica', '% Alc.': 'ALTO (6-9%)', '% Alc. Exacto': '8', 'Otros ingredientes': 'Jarabe de Glucosa', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada', 'IBU': '0-25 Amargor bajo', 'IBU Exacto': '24', 'Color': 'Marrón', 'Envase': 'Botella', 'OLD-REF': '5411681037004'}"
55,O'hara's Irish Stout,2.85,Irish Stout,"Cerveza negra de 4.3% ABV con intensos sabores tostados y un cuerpo potente y sedoso. 
De color negro profundo con tonos rojizos. Corona de espuma de color marrón claro con una persistencia generosa que deja una capa cremosa en la superficie, Opaca. En el aroma hay un dominio absoluto de las maltas tostadas. Café y chocolate puro. algún ligero terroso a lúpulo, alguna nota de licor. En boca, al igual que en nariz, rastros de chocolate y café pero sin saturar. Cuerpo ligero pero con capacidad para llenar la boca. Notas del lúpulo Fuggle
Elaborada por primera vez en 1999, ha sido galardonada con prestigiosos honores por su calidad y autenticidad.",O'hara's,366,https://www.labirratorium.com/781-large_default/oharas-irish-stout.jpg,"{'Estilo': 'STOUT', 'Origen': 'Irlanda', '% Alc.': 'MEDIO (4-6%)', '% Alc. Exacto': '4.3', 'Volumen (cl)': '33 Cl', 'IBU': '25-50 Amargor medio', 'IBU Exacto': '36', 'Color': 'Negro', 'Envase': 'Botella', 'OLD-REF': '5391500600117'}"
56,Boon Kriek 25 cl.,2.4,Lambic / Kriek,"Cerveza de fermentación espontánea (Lambic) de 4% ABV, elaborada con cerezas frescas (25%). Boon Kriek es ligeramente dulce, con un sorprendente aroma natural de cerezas.
Con tan solo 4% de alcohol, es la cerveza perfecta para el verano.",Brouwerij F. Boon,4108,https://www.labirratorium.com/32320-large_default/boon-kriek-25-cl.jpg,"{'Estilo': 'KRIEK', 'Origen': 'Bélgica', '% Alc.': 'BAJO (2.5-4%)', '% Alc. Exacto': '4', 'Otros ingredientes': '25% de Cerezas Frescas', 'Volumen (cl)': '25 Cl', 'Tipo Fermentación': 'Lambic (Fermentación espontánea o salvaje)', 'IBU': '0-25 Amargor bajo', 'Color': 'Rojiza', 'Envase': 'Botella', 'OLD-REF': '5412783053015'}"
57,Cantillon Cuvée Saint-Gilloise,20.95,Lambic / Gueze,"Cerveza de fermentación espontánea (Lambic) de dos años, sin filtrar ni pasteurizar elaborada con dry hopping de lúpulos y segunda fermentación en botella.",Cantillon,3520,https://www.labirratorium.com/4244-large_default/cantillon-cuvee-saint-gilloise.jpg,"{'Estilo': 'GUEUZE', 'Origen': 'Bélgica', '% Alc.': 'MEDIO (4-6%)', '% Alc. Exacto': '5', 'Volumen (cl)': '75 Cl', 'Tipo Fermentación': 'Lambic (Fermentación espontánea o salvaje)', 'IBU': '0-25 Amargor bajo', 'Color': 'Amarillo dorado', 'Envase': 'Botella'}"
